Violation_ID,Source,Target,Cycle
1237,C0028351,C0001041,C0028351 -> C0005497 -> C0001041 -> C0005496 -> C0028351
1238,C0028351,C0005497,C0028351 -> C0005497 -> C0001041 -> C0005496 -> C0028351
1239,C0028351,C0014563,C0028351 -> C0014563 -> C0007412 -> C0005497 -> C0001041 -> C0005496 -> C0028351
1240,C0028351,C0005496,C0028351 -> C0005497 -> C0001041 -> C0005496 -> C0028351
1241,C0028351,C0007412,C0028351 -> C0007412 -> C0005497 -> C0001041 -> C0005496 -> C0028351
1242,C0043481,C0040577,C0043481 -> C0040577 -> C0078794 -> C0043481
1243,C0043481,C0024706,C0043481 -> C0040577 -> C0065649 -> C0024706 -> C0040577 -> C0078794 -> C0043481
1244,C0043481,C0078794,C0043481 -> C0040577 -> C0078794 -> C0043481
1245,C0043481,C0056301,C0043481 -> C0040577 -> C0056301 -> C0009968 -> C0040577 -> C0078794 -> C0043481
1246,C0043481,C0009968,C0043481 -> C0040577 -> C0056301 -> C0009968 -> C0040577 -> C0078794 -> C0043481
1247,C0043481,C0065649,C0043481 -> C0040577 -> C0065649 -> C0024706 -> C0040577 -> C0078794 -> C0043481
1248,C0040577,C0024706,C0040577 -> C0065649 -> C0024706 -> C0040577
1249,C0040577,C0078794,C0040577 -> C0078794 -> C0043481 -> C0040577
1250,C0040577,C0056301,C0040577 -> C0056301 -> C0009968 -> C0040577
1251,C0040577,C0009968,C0040577 -> C0056301 -> C0009968 -> C0040577
1252,C0040577,C0043481,C0040577 -> C0078794 -> C0043481 -> C0040577
1253,C0040577,C0065649,C0040577 -> C0065649 -> C0024706 -> C0040577
1254,C0155778,C1281489,C0155778 -> C0042345 -> C1281489 -> C0155778
1255,C0155778,C0042345,C0155778 -> C0042345 -> C0155778
1256,C0494311,C0302280,C0494311 -> C0302280 -> C0494311
1257,C0158252,C0029497,C0158252 -> C0158266 -> C0029497 -> C0158252
1258,C0158252,C0158266,C0158252 -> C0158266 -> C0029497 -> C0158252
1259,C0520556,C0011599,C0520556 -> C0031925 -> C0011599 -> C0520556
1260,C0520556,C0497390,C0520556 -> C0031925 -> C0497390 -> C0031925 -> C0520556
1261,C0520556,C0031925,C0520556 -> C0031925 -> C0520556
1262,C0086268,C0015121,C0086268 -> C0015121 -> C0086268
1263,C1140662,C0302798,C1140662 -> C0302798 -> C0810464 -> C1140662
1264,C1140662,C0810464,C1140662 -> C0302798 -> C0810464 -> C1140662
1265,C0037278,C0162820,C0037278 -> C0037274 -> C0011603 -> C0162820 -> C0011616 -> C0011603 -> C0406047 -> C0034212 -> C0037278
1266,C0037278,C0034212,C0037278 -> C0406047 -> C0034212 -> C0037278
1267,C0037278,C0037274,C0037278 -> C0037274 -> C0011603 -> C0406047 -> C0034212 -> C0037278
1268,C0037278,C0011616,C0037278 -> C0037274 -> C0011603 -> C0162820 -> C0011616 -> C0011603 -> C0406047 -> C0034212 -> C0037278
1269,C0037278,C0011603,C0037278 -> C0037274 -> C0011603 -> C0406047 -> C0034212 -> C0037278
1270,C0037278,C0009833,C0037278 -> C0037274 -> C0011603 -> C0162820 -> C0011616 -> C0009833 -> C0011603 -> C0406047 -> C0034212 -> C0037278
1271,C0037278,C0585186,C0037278 -> C0037274 -> C0011603 -> C0162820 -> C0011616 -> C0585186 -> C0037274 -> C0011603 -> C0406047 -> C0034212 -> C0037278
1272,C0037278,C0406047,C0037278 -> C0406047 -> C0034212 -> C0037278
1273,C0342054,C0269951,C0342054 -> C0269951 -> C0342054
1274,C0473108,C0494732,C0473108 -> C0494732 -> C0473108
1275,C0026640,C0347197,C0026640 -> C0153931 -> C0347197 -> C0026640
1276,C0026640,C0153931,C0026640 -> C0153931 -> C0347197 -> C0026640
1277,C0010414,C0276690,C0010414 -> C0276690 -> C0010414
1278,C0040997,C0152177,C0040997 -> C0152177 -> C0040997
1279,C0489964,C0392502,C0489964 -> C0392502 -> C0489964
1280,C0392502,C0489964,C0392502 -> C0489964 -> C0392502
1281,C0426706,C0476705,C0426706 -> C0476705 -> C0426706
1282,C0020649,C0020651,C0020649 -> C0020651 -> C0020649
1283,C0341893,C0032969,C0341893 -> C0032969 -> C0341893
1284,C0019270,C0178282,C0019270 -> C0267710 -> C0178282 -> C0019270
1285,C0019270,C0267710,C0019270 -> C0267710 -> C0019270
1286,C0019270,C0019326,C0019270 -> C0267710 -> C0019326 -> C0019270
1287,C0027932,C0041857,C0027932 -> C0041857 -> C0027932
1288,C0027932,C0679483,C0027932 -> C0679483 -> C0041857 -> C0027932
1289,C0002881,C0002878,C0002881 -> C0002878 -> C0002881
1290,C0017612,C0339573,C0017612 -> C0339573 -> C0017612
1291,C0158444,C3495402,C0158444 -> C3495402 -> C0158444
1292,C0155428,C0271468,C0155428 -> C0271468 -> C0155428
1293,C0155428,C0494554,C0155428 -> C0494554 -> C0271468 -> C0155428
1294,C0497572,C0019340,C0497572 -> C0019342 -> C0019340 -> C0019348 -> C0497572
1295,C0497572,C0019348,C0497572 -> C0019342 -> C0019348 -> C0497572
1296,C0497572,C0497579,C0497572 -> C0019342 -> C0497579 -> C0019342 -> C0497572
1297,C0497572,C0019342,C0497572 -> C0019342 -> C0497572
1298,C0765538,C0772505,C0765538 -> C0772505 -> C0765538
1299,C0183941,C0183943,C0183941 -> C0183943 -> C0183941
1300,C0155261,C0521747,C0155261 -> C0521747 -> C0155261
1301,C0041976,C0029867,C0041976 -> C0029867 -> C0041976
1302,C0345375,C0158755,C0345375 -> C0158755 -> C0265628 -> C0345375
1303,C0345375,C0265628,C0345375 -> C0265628 -> C0345375
1304,C1153167,C1153166,C1153167 -> C1153166 -> C1153167
1305,C1153167,C1153164,C1153167 -> C1153164 -> C1153167
1306,C0348751,C0085605,C0348751 -> C0023895 -> C0085605 -> C0348751
1307,C0348751,C0023895,C0348751 -> C0023895 -> C0085605 -> C0348751
1308,C0348751,C0086565,C0348751 -> C0023895 -> C0085605 -> C0086565 -> C0348751
1309,C0011603,C0162820,C0011603 -> C0162820 -> C0011616 -> C0011603
1310,C0011603,C0037278,C0011603 -> C0406047 -> C0034212 -> C0037278 -> C0037274 -> C0011603
1311,C0011603,C0034212,C0011603 -> C0406047 -> C0034212 -> C0037278 -> C0037274 -> C0011603
1312,C0011603,C0037274,C0011603 -> C0037274 -> C0011603
1313,C0011603,C0011616,C0011603 -> C0162820 -> C0011616 -> C0011603
1314,C0011603,C0009833,C0011603 -> C0162820 -> C0011616 -> C0009833 -> C0011603
1315,C0011603,C0585186,C0011603 -> C0162820 -> C0011616 -> C0585186 -> C0037274 -> C0011603
1316,C0011603,C0406047,C0011603 -> C0406047 -> C0037274 -> C0011603
1317,C0494800,C0267869,C0494800 -> C0267869 -> C0494800
1318,C0282609,C0027022,C0282609 -> C0027022 -> C0282609
1319,C0002888,C0271937,C0002888 -> C0151482 -> C0241787 -> C0271937 -> C0151482 -> C0002888
1320,C0002888,C0151482,C0002888 -> C0151482 -> C0002888
1321,C0002888,C0241787,C0002888 -> C0151482 -> C0241787 -> C0271937 -> C0151482 -> C0002888
1322,C0002888,C0002886,C0002888 -> C0002886 -> C0151482 -> C0002888
1323,C0151482,C0271937,C0151482 -> C0241787 -> C0271937 -> C0151482
1324,C0151482,C0241787,C0151482 -> C0241787 -> C0271937 -> C0151482
1325,C0151482,C0002886,C0151482 -> C0002886 -> C0151482
1326,C0151482,C0002888,C0151482 -> C0002888 -> C0151482
1327,C0007930,C0494634,C0007930 -> C0494634 -> C0494112 -> C0007930
1328,C0007930,C0007932,C0007930 -> C0007932 -> C0041234 -> C0494112 -> C0007930
1329,C0007930,C0041234,C0007930 -> C0007932 -> C0041234 -> C0494112 -> C0007930
1330,C0007930,C0494112,C0007930 -> C0494112 -> C0007930
1331,C0007930,C0349351,C0007930 -> C0349351 -> C0007930
1332,C0494112,C0494634,C0494112 -> C0007930 -> C0494634 -> C0494112
1333,C0494112,C0007932,C0494112 -> C0007932 -> C0041234 -> C0494112
1334,C0494112,C0007930,C0494112 -> C0007930 -> C0494112
1335,C0494112,C0041234,C0494112 -> C0007932 -> C0041234 -> C0494112
1336,C0494112,C0349351,C0494112 -> C0007930 -> C0349351 -> C0007930 -> C0494112
1337,C0030829,C0037540,C0030829 -> C0030842 -> C0729074 -> C0037540 -> C0030842 -> C0729074 -> C0030829
1338,C0030829,C0030827,C0030829 -> C0030827 -> C0030842 -> C0729074 -> C0030829
1339,C0030829,C0030842,C0030829 -> C0030842 -> C0729074 -> C0030829
1340,C0030829,C0729074,C0030829 -> C0030842 -> C0729074 -> C0030829
1341,C0030829,C0700462,C0030829 -> C0030842 -> C0729074 -> C0700462 -> C0030827 -> C0030842 -> C0729074 -> C0030829
1342,C0030829,C0030830,C0030829 -> C0030842 -> C0729074 -> C0030830 -> C0030842 -> C0729074 -> C0030829
1343,C0149881,C0014534,C0149881 -> C0014534 -> C0149881
1344,C0149881,C0029191,C0149881 -> C0029191 -> C0149881
1345,C1321887,C0101303,C1321887 -> C0101303 -> C1321887
1346,C0060507,C0016298,C0060507 -> C0016298 -> C0060507
1347,C0013470,C0232478,C0013470 -> C0232478 -> C0013470
1348,C0156543,C0000786,C0156543 -> C0000786 -> C0156543
1349,C0495844,C0347736,C0495844 -> C0347736 -> C0495844
1350,C0522224,C0270788,C0522224 -> C0270788 -> C0522224
1351,C0597067,C0027303,C0597067 -> C0042010 -> C0041921 -> C0034288 -> C0018338 -> C0018346 -> C0018328 -> C0027303 -> C0597067
1352,C0597067,C0018346,C0597067 -> C0042010 -> C0041921 -> C0034288 -> C0018338 -> C0018346 -> C0018328 -> C0027303 -> C0597067
1353,C0597067,C0040079,C0597067 -> C0042010 -> C0041921 -> C0040079 -> C0034288 -> C0018338 -> C0018346 -> C0018328 -> C0027303 -> C0597067
1354,C0597067,C0018328,C0597067 -> C0042010 -> C0041921 -> C0034288 -> C0018338 -> C0018346 -> C0018328 -> C0027303 -> C0597067
1355,C0597067,C0034288,C0597067 -> C0042010 -> C0041921 -> C0034288 -> C0018338 -> C0018346 -> C0018328 -> C0027303 -> C0597067
1356,C0597067,C0041921,C0597067 -> C0042010 -> C0041921 -> C0034288 -> C0018338 -> C0018346 -> C0018328 -> C0027303 -> C0597067
1357,C0597067,C0018338,C0597067 -> C0042010 -> C0041921 -> C0034288 -> C0018338 -> C0018346 -> C0018328 -> C0027303 -> C0597067
1358,C0597067,C0042010,C0597067 -> C0042010 -> C0041921 -> C0034288 -> C0018338 -> C0018346 -> C0018328 -> C0027303 -> C0597067
1359,C0702169,C0025958,C0702169 -> C0002902 -> C0025958 -> C0702169
1360,C0702169,C0002902,C0702169 -> C0002902 -> C0025958 -> C0702169
1361,C0349236,C0233697,C0349236 -> C0233697 -> C0349236
1362,C0349578,C0014173,C0349578 -> C0014173 -> C0349578
1363,C0549469,C4721453,C0549469 -> C0027868 -> C4721453 -> C0549469
1364,C0549469,C0869054,C0549469 -> C0027765 -> C0869054 -> C0027765 -> C0027868 -> C4721453 -> C0549469
1365,C0549469,C2015799,C0549469 -> C0027765 -> C2015799 -> C0027765 -> C0027868 -> C4721453 -> C0549469
1366,C0549469,C0158352,C0549469 -> C0027868 -> C0026848 -> C0158352 -> C0026848 -> C0027868 -> C4721453 -> C0549469
1367,C0549469,C0026848,C0549469 -> C0027868 -> C0026848 -> C0027868 -> C4721453 -> C0549469
1368,C0549469,C0027868,C0549469 -> C0027868 -> C4721453 -> C0549469
1369,C0549469,C0027765,C0549469 -> C0027765 -> C0027868 -> C4721453 -> C0549469
1370,C0549469,C0442874,C0549469 -> C0027868 -> C4721453 -> C0442874 -> C4721453 -> C0549469
1371,C0029442,C0477680,C0029442 -> C0477680 -> C0029442
1372,C0564434,C2004490,C0564434 -> C2004490 -> C0564434
1373,C2004490,C0564434,C2004490 -> C0564434 -> C2004490
1374,C1260880,C0008711,C1260880 -> C0008711 -> C1260880
1375,C1260880,C0494651,C1260880 -> C0008711 -> C0494651 -> C1260880
1376,C1260880,C0035455,C1260880 -> C0008711 -> C0494651 -> C0035455 -> C0008711 -> C1260880
1377,C1306893,C0266746,C1306893 -> C0266746 -> C1306893
1378,C5574816,C0409974,C5574816 -> C0409974 -> C5574816
1379,C0221777,C0018021,C0221777 -> C0018021 -> C0221777
1380,C0221777,C0018022,C0221777 -> C5779675 -> C0342114 -> C0018022 -> C0018021 -> C0221777
1381,C0221777,C0342114,C0221777 -> C5779675 -> C0342114 -> C0018021 -> C0221777
1382,C0221777,C5779675,C0221777 -> C5779675 -> C0342114 -> C0018021 -> C0221777
1383,C0021874,C0494448,C0021874 -> C0494448 -> C0021874
1384,C0494448,C0021874,C0494448 -> C0021874 -> C0494448
1385,C0036072,C0036071,C0036072 -> C0036071 -> C0036072
1386,C0495643,C0000772,C0495643 -> C0000772 -> C0495643
1387,C0032227,C0494685,C0032227 -> C0494685 -> C0032227
1388,C0030827,C0037540,C0030827 -> C0030842 -> C0729074 -> C0037540 -> C0030827
1389,C0030827,C0030842,C0030827 -> C0030842 -> C0729074 -> C0030827
1390,C0030827,C0729074,C0030827 -> C0030842 -> C0729074 -> C0030827
1391,C0030827,C0700462,C0030827 -> C0030842 -> C0729074 -> C0700462 -> C0030827
1392,C0030827,C0030830,C0030827 -> C0030842 -> C0729074 -> C0030830 -> C0030827
1393,C0030827,C0030829,C0030827 -> C0030842 -> C0729074 -> C0030829 -> C0030827
1394,C0042291,C0080356,C0042291 -> C0080356 -> C0042291
1395,C0497573,C0009663,C0497573 -> C0009663 -> C0497573
1396,C0497573,C0497580,C0497573 -> C0009663 -> C0497580 -> C0009663 -> C0497573
1397,C0497573,C0302180,C0497573 -> C0009663 -> C0302180 -> C0497573
1398,C0023890,C0156189,C0023890 -> C0156189 -> C0023890
1399,C1971624,C0003123,C1971624 -> C0003123 -> C1971624
1400,C0003123,C1971624,C0003123 -> C1971624 -> C0003123
1401,C0003864,C0022408,C0003864 -> C0022408 -> C0003864
1402,C0003864,C0263661,C0003864 -> C0022408 -> C0263661 -> C0029408 -> C0003864
1403,C0003864,C0029408,C0003864 -> C0022408 -> C0263661 -> C0029408 -> C0003864
1404,C0013415,C0012706,C0013415 -> C0012706 -> C0525045 -> C0011581 -> C0013415
1405,C0013415,C0525045,C0013415 -> C1269683 -> C0525045 -> C0011581 -> C0013415
1406,C0013415,C0010598,C0013415 -> C0010598 -> C0001723 -> C0011581 -> C0013415
1407,C0013415,C0001723,C0013415 -> C1269683 -> C0001723 -> C0011581 -> C0013415
1408,C0013415,C0011581,C0013415 -> C0011581 -> C0013415
1409,C0013415,C2362914,C0013415 -> C1269683 -> C2362914 -> C0525045 -> C0011581 -> C0013415
1410,C0013415,C0005586,C0013415 -> C0010598 -> C0005586 -> C0001723 -> C0011581 -> C0013415
1411,C0013415,C0349217,C0013415 -> C0011581 -> C0349217 -> C0011581 -> C0013415
1412,C0013415,C0005587,C0013415 -> C0010598 -> C0005586 -> C0005587 -> C2362914 -> C0525045 -> C0011581 -> C0013415
1413,C0013415,C1269683,C0013415 -> C1269683 -> C0001723 -> C0011581 -> C0013415
1414,C0869111,C0853694,C0869111 -> C0853694 -> C0869111
1415,C3821398,C3821399,C3821398 -> C3821399 -> C3821398
1416,C0017105,C0241828,C0017105 -> C0241828 -> C0017105
1417,C0348579,C0026265,C0348579 -> C0026265 -> C0264765 -> C0348579
1418,C0348579,C0264765,C0348579 -> C0026265 -> C0264765 -> C0348579
1419,C0161721,C0016479,C0161721 -> C0016479 -> C0161721
1420,C0016479,C0161721,C0016479 -> C0161721 -> C0016479
1421,C0037997,C0020532,C0037997 -> C0020532 -> C0037997
1422,C0494559,C0018784,C0494559 -> C0013447 -> C0260662 -> C1384666 -> C0018784 -> C0494559
1423,C0494559,C0013447,C0494559 -> C0013447 -> C0260662 -> C1384666 -> C0018784 -> C0494559
1424,C0494559,C5848261,C0494559 -> C0013447 -> C0260662 -> C0011053 -> C5848261 -> C0013447 -> C0260662 -> C1384666 -> C0018784 -> C0494559
1425,C0494559,C0260662,C0494559 -> C0013447 -> C0260662 -> C1384666 -> C0018784 -> C0494559
1426,C0494559,C0011053,C0494559 -> C0013447 -> C0260662 -> C0011053 -> C1384666 -> C0018784 -> C0494559
1427,C0494559,C1384666,C0494559 -> C0013447 -> C0260662 -> C1384666 -> C0018784 -> C0494559
1428,C0497579,C0019340,C0497579 -> C0019342 -> C0019340 -> C0019348 -> C0497572 -> C0019342 -> C0497579
1429,C0497579,C0019348,C0497579 -> C0019342 -> C0019348 -> C0497572 -> C0019342 -> C0497579
1430,C0497579,C0497572,C0497579 -> C0019342 -> C0497572 -> C0019342 -> C0497579
1431,C0497579,C0019342,C0497579 -> C0019342 -> C0497579
1432,C0409651,C0003873,C0409651 -> C0003873 -> C0409651
1433,C0005586,C0013415,C0005586 -> C0001723 -> C0011581 -> C0013415 -> C0010598 -> C0005586
1434,C0005586,C0012706,C0005586 -> C0001723 -> C0011581 -> C0013415 -> C0012706 -> C0525045 -> C0011581 -> C0013415 -> C0010598 -> C0005586
1435,C0005586,C0525045,C0005586 -> C0525045 -> C0011581 -> C0013415 -> C0010598 -> C0005586
1436,C0005586,C0010598,C0005586 -> C0001723 -> C0011581 -> C0013415 -> C0010598 -> C0005586
1437,C0005586,C0001723,C0005586 -> C0001723 -> C0011581 -> C0013415 -> C0010598 -> C0005586
1438,C0005586,C0011581,C0005586 -> C0525045 -> C0011581 -> C0013415 -> C0010598 -> C0005586
1439,C0005586,C2362914,C0005586 -> C0005587 -> C2362914 -> C0525045 -> C0011581 -> C0013415 -> C0010598 -> C0005586
1440,C0005586,C0349217,C0005586 -> C0001723 -> C0011581 -> C0349217 -> C0011581 -> C0013415 -> C0010598 -> C0005586
1441,C0005586,C0005587,C0005586 -> C0005587 -> C2362914 -> C0525045 -> C0011581 -> C0013415 -> C0010598 -> C0005586
1442,C0005586,C1269683,C0005586 -> C0001723 -> C0011581 -> C0349217 -> C1269683 -> C0001723 -> C0011581 -> C0013415 -> C0010598 -> C0005586
1443,C0231275,C0161734,C0231275 -> C0161734 -> C0231275
1444,C0043168,C0006015,C0043168 -> C0006015 -> C0043168
1445,C0271453,C0271446,C0271453 -> C0271446 -> C0271453
1446,C0271453,C1455742,C0271453 -> C0029883 -> C1455742 -> C0271453
1447,C0271453,C0155421,C0271453 -> C0029883 -> C0029882 -> C0155421 -> C0271453
1448,C0271453,C0029883,C0271453 -> C0029883 -> C0271453
1449,C0271453,C0029882,C0271453 -> C0029883 -> C0029882 -> C0271453
1450,C0271453,C0029877,C0271453 -> C0029883 -> C0029882 -> C0029877 -> C0029882 -> C0271453
1451,C0035021,C0006035,C0035021 -> C0006035 -> C0035021
1452,C0266746,C1306893,C0266746 -> C1306893 -> C0266746
1453,C0011599,C0520556,C0011599 -> C0520556 -> C0031925 -> C0011599
1454,C0011599,C0497390,C0011599 -> C0497390 -> C0031925 -> C0011599
1455,C0011599,C0031925,C0011599 -> C0520556 -> C0031925 -> C0011599
1456,C0078794,C0040577,C0078794 -> C0043481 -> C0040577 -> C0078794
1457,C0078794,C0024706,C0078794 -> C0043481 -> C0040577 -> C0065649 -> C0024706 -> C0040577 -> C0078794
1458,C0078794,C0056301,C0078794 -> C0043481 -> C0040577 -> C0056301 -> C0009968 -> C0040577 -> C0078794
1459,C0078794,C0009968,C0078794 -> C0043481 -> C0040577 -> C0056301 -> C0009968 -> C0040577 -> C0078794
1460,C0078794,C0043481,C0078794 -> C0043481 -> C0040577 -> C0078794
1461,C0078794,C0065649,C0078794 -> C0043481 -> C0040577 -> C0065649 -> C0024706 -> C0040577 -> C0078794
1462,C0162311,C0002170,C0162311 -> C0494857 -> C0002170 -> C0162311
1463,C0162311,C0020678,C0162311 -> C0494857 -> C0002170 -> C0020678 -> C0494857 -> C0002170 -> C0162311
1464,C0162311,C0494857,C0162311 -> C0494857 -> C0002170 -> C0162311
1465,C0024301,C0079758,C0024301 -> C0079758 -> C0024301
1466,C0034152,C0034150,C0034152 -> C0034150 -> C0034152
1467,C0034152,C0029678,C0034152 -> C0242461 -> C0029678 -> C0034150 -> C0034152
1468,C0034152,C0242461,C0034152 -> C0242461 -> C0034150 -> C0034152
1469,C0070620,C0220893,C0070620 -> C0220893 -> C0070620
1470,C1384666,C0494559,C1384666 -> C0018784 -> C0494559 -> C0013447 -> C0260662 -> C1384666
1471,C1384666,C0018784,C1384666 -> C0018784 -> C0011053 -> C1384666
1472,C1384666,C0013447,C1384666 -> C0018784 -> C0013447 -> C0260662 -> C1384666
1473,C1384666,C5848261,C1384666 -> C0011053 -> C5848261 -> C0013447 -> C0260662 -> C1384666
1474,C1384666,C0260662,C1384666 -> C0260662 -> C1384666
1475,C1384666,C0011053,C1384666 -> C0011053 -> C1384666
1476,C0856262,C0339436,C0856262 -> C0339436 -> C0024437 -> C0856262
1477,C0856262,C0024437,C0856262 -> C0024437 -> C0856262
1478,C0752262,C0030554,C0752262 -> C0152027 -> C0030554 -> C0752262
1479,C0752262,C0152027,C0752262 -> C0152027 -> C0030554 -> C0752262
1480,C0752262,C0235046,C0752262 -> C0152027 -> C0030554 -> C0235046 -> C0030554 -> C0752262
1481,C0013254,C1702916,C0013254 -> C1702916 -> C0013254
1482,C0013254,C0030878,C0013254 -> C1702916 -> C0030878 -> C0013254
1483,C0005937,C0029525,C0005937 -> C0029525 -> C0005937
1484,C0036071,C0036072,C0036071 -> C0036072 -> C0036071
1485,C0001339,C0030305,C0001339 -> C0030305 -> C0001339
1486,C0494100,C0009765,C0494100 -> C0009765 -> C0494100
1487,C0013878,C0567415,C0013878 -> C0567415 -> C0013878
1488,C0013878,C0567416,C0013878 -> C0567416 -> C0013878
1489,C0013878,C0022023,C0013878 -> C0022023 -> C0013878
1490,C0016546,C0496026,C0016546 -> C0496026 -> C0520753 -> C0016546
1491,C0016546,C0520753,C0016546 -> C0496026 -> C0520753 -> C0016546
1492,C0003477,C1527281,C0003477 -> C1527281 -> C0003477
1493,C0023186,C0751265,C0023186 -> C1330966 -> C0751265 -> C0023186
1494,C0023186,C1330966,C0023186 -> C1330966 -> C0023186
1495,C0002680,C2095775,C0002680 -> C2095775 -> C0002680
1496,C0494530,C0035321,C0494530 -> C0035321 -> C0494530
1497,C0003868,C0837800,C0003868 -> C0837800 -> C0149896 -> C0003868
1498,C0003868,C0149896,C0003868 -> C0149896 -> C0003868
1499,C0038868,C4551862,C0038868 -> C4551862 -> C0038868
1500,C0018798,C0152021,C0018798 -> C0152021 -> C0018798
1501,C0020544,C0848548,C0020544 -> C0494574 -> C0848548 -> C0020544
1502,C0020544,C0494574,C0020544 -> C0494574 -> C0848548 -> C0020544
1503,C0438699,C0158644,C0438699 -> C0158644 -> C0495531 -> C0438699
1504,C0438699,C0495531,C0438699 -> C0158644 -> C0495531 -> C0438699
1505,C3888078,C1832016,C3888078 -> C1832016 -> C3888078
1506,C1832016,C3888078,C1832016 -> C3888078 -> C1832016
1507,C3714660,C3263723,C3714660 -> C3263723 -> C3714660
1508,C3549386,C3268857,C3549386 -> C3268857 -> C3549386
1509,C3268857,C3549386,C3268857 -> C3549386 -> C3268857
1510,C0017854,C0041080,C0017854 -> C0041080 -> C0017854
1511,C0810464,C1140662,C0810464 -> C1140662 -> C0302798 -> C0810464
1512,C0810464,C0302798,C0810464 -> C1140662 -> C0302798 -> C0810464
1513,C0086140,C0011806,C0086140 -> C0011806 -> C0086140
1514,C0042164,C0022073,C0042164 -> C0022073 -> C0042164
1515,C0033953,C0349293,C0033953 -> C0349293 -> C0033953
1516,C0033953,C3714744,C0033953 -> C3714744 -> C0033953
1517,C0015967,C0005903,C0015967 -> C0005903 -> C0015967
1518,C0495279,C2721775,C0495279 -> C2721775 -> C0011209 -> C0495279
1519,C0495279,C0269694,C0495279 -> C0269694 -> C0011209 -> C0495279
1520,C0495279,C1384485,C0495279 -> C1384485 -> C0495279
1521,C0495279,C0011209,C0495279 -> C1384485 -> C0011209 -> C0495279
1522,C0152009,C0023510,C0152009 -> C0023510 -> C0152009
1523,C0152009,C0017377,C0152009 -> C0017377 -> C0023510 -> C0152009
1524,C0013926,C0595954,C0013926 -> C0391989 -> C0595954 -> C0013926
1525,C0013926,C0391989,C0013926 -> C0391989 -> C0013926
1526,C0391989,C0595954,C0391989 -> C0595954 -> C0013926 -> C0391989
1527,C0391989,C0013926,C0391989 -> C0013926 -> C0391989
1528,C0679483,C0041857,C0679483 -> C0041857 -> C0027932 -> C0679483
1529,C0679483,C0027932,C0679483 -> C0041857 -> C0027932 -> C0679483
1530,C0182952,C0182548,C0182952 -> C0182548 -> C0180129 -> C0182952
1531,C0182952,C0179892,C0182952 -> C0179892 -> C0182952
1532,C0182952,C0180129,C0182952 -> C0180129 -> C0182952
1533,C0179892,C0182548,C0179892 -> C0182952 -> C0182548 -> C0180129 -> C0182952 -> C0179892
1534,C0179892,C0182952,C0179892 -> C0182952 -> C0179892
1535,C0179892,C0180129,C0179892 -> C0182952 -> C0180129 -> C0182952 -> C0179892
1536,C0220806,C0684301,C0220806 -> C0684301 -> C0220806
1537,C2698199,C4721959,C2698199 -> C4721959 -> C2698199
1538,C4721959,C2698199,C4721959 -> C2698199 -> C4721959
1539,C0184397,C0180406,C0184397 -> C0180406 -> C0184397
1540,C3887558,C0019068,C3887558 -> C0019068 -> C0024291 -> C3887558
1541,C3887558,C0024291,C3887558 -> C0019068 -> C0024291 -> C3887558
1542,C0153594,C0039590,C0153594 -> C0039590 -> C0153594
1543,C0179394,C0183534,C0179394 -> C0183534 -> C0179394
1544,C0036147,C0025556,C0036147 -> C0025556 -> C0036147
1545,C0030353,C0858613,C0030353 -> C0858613 -> C0030353
1546,C0001940,C0349464,C0001940 -> C0349464 -> C0001940
1547,C0001940,C0268671,C0001940 -> C0679303 -> C0268671 -> C0349464 -> C0001940
1548,C0001940,C0679303,C0001940 -> C0679303 -> C0349464 -> C0001940
1549,C0181672,C0181670,C0181672 -> C0181677 -> C0181670 -> C0181674 -> C0181672
1550,C0181672,C0181677,C0181672 -> C0181677 -> C0181670 -> C0181674 -> C0181672
1551,C0181672,C0181674,C0181672 -> C0181677 -> C0181670 -> C0181674 -> C0181672
1552,C0181677,C0181670,C0181677 -> C0181670 -> C0181674 -> C0181672 -> C0181677
1553,C0181677,C0181672,C0181677 -> C0181670 -> C0181674 -> C0181672 -> C0181677
1554,C0181677,C0181674,C0181677 -> C0181670 -> C0181674 -> C0181672 -> C0181677
1555,C5848261,C0494559,C5848261 -> C0013447 -> C0260662 -> C1384666 -> C0018784 -> C0494559 -> C0013447 -> C0260662 -> C0011053 -> C5848261
1556,C5848261,C0018784,C5848261 -> C0013447 -> C0260662 -> C1384666 -> C0018784 -> C5848261
1557,C5848261,C0013447,C5848261 -> C0013447 -> C0260662 -> C0011053 -> C5848261
1558,C5848261,C0260662,C5848261 -> C0013447 -> C0260662 -> C0011053 -> C5848261
1559,C5848261,C0011053,C5848261 -> C0013447 -> C0260662 -> C0011053 -> C5848261
1560,C5848261,C1384666,C5848261 -> C0013447 -> C0260662 -> C1384666 -> C0011053 -> C5848261
1561,C0019342,C0019340,C0019342 -> C0019340 -> C0019348 -> C0497572 -> C0019342
1562,C0019342,C0019348,C0019342 -> C0019348 -> C0497572 -> C0019342
1563,C0019342,C0497572,C0019342 -> C0497572 -> C0019342
1564,C0019342,C0497579,C0019342 -> C0497579 -> C0019342
1565,C0497164,C0302142,C0497164 -> C0158795 -> C0000768 -> C0302142 -> C0000768 -> C0679337 -> C0243066 -> C0497164
1566,C0497164,C0243066,C0497164 -> C0158795 -> C0000768 -> C0679337 -> C0243066 -> C0497164
1567,C0497164,C0000768,C0497164 -> C0158795 -> C0000768 -> C0679337 -> C0243066 -> C0497164
1568,C0497164,C0679337,C0497164 -> C0158795 -> C0000768 -> C0679337 -> C0243066 -> C0497164
